Cohort Graduation Rate Using Federal Guidelines 2023-24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School Information by Subgroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03,BAY,0551,,J.R. ARNOLD HIGH SCHOOL,356,373,95.4,51,56,91.1,30,33,90.9,25,30,83.3,,,,*,*,*,193,205,94.1,163,168,97
03,BAY,0581,,ROSENWALD HIGH SCHOOL,101,147,68.7,32,35,91.4,29,40,72.5,7,12,58.3,,,,*,*,*,49,71,69,52,76,68.4
03,BAY,0602,,BAY REGIONAL JUVENILE DETENTION CENTER,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,,,
03,BAY,0741,,NORTH BAY HAVEN CAREER ACADEMY,211,211,100,10,10,100,36,36,100,*,*,*,,,,,,,94,94,100,117,117,100
03,BAY,0764,,AMIKIDS MARITIME ACADEMY,*,*,*,,,,,,,,,,,,,,,,*,*,*,,,
03,BAY,0771,,PALM BAY PREPARATORY ACADEMY 6-12,12,12,100,*,*,*,*,*,*,*,*,*,,,,,,,*,*,*,*,*,*
03,BAY,0781,,CHAUTAUQUA CHARTER SCHOOL,*,*,*,*,*,*,,,,,,,,,,,,,,,,*,*,*
03,BAY,0782,,CENTRAL HIGH SCHOOL,41,72,56.9,10,19,52.6,12,23,52.2,*,*,*,,,,,,,18,38,47.4,23,34,67.6
03,BAY,2701,,RISING LEADERS ACADEMY,*,*,*,,,,*,*,*,*,*,*,,,,,,,*,*,*,*,*,*
03,BAY,7004,,BAY VIRTUAL FRANCHISE,*,*,*,,,,*,*,*,,,,,,,,,,,,,*,*,*
03,BAY,7023,,BAY VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),51,51,100,*,*,*,*,*,*,,,,,,,,,,20,20,100,31,31,100
04,BRADFORD,0021,,BRADFORD HIGH SCHOOL,178,203,87.7,32,41,78,14,19,73.7,,,,,,,*,*,*,79,95,83.2,99,108,91.7
04,BRADFORD,7001,309,EDGENUITY – GRADES KG-12,*,*,*,,,,,,,,,,,,,*,*,*,*,*,*,,,
04,BRADFORD,7004,,BRADFORD VIRTUAL FRANCHISE WITH FLVS,*,*,*,,,,,,,,,,,,,,,,,,,*,*,*
05,BREVARD,0011,,TITUSVILLE HIGH SCHOOL,278,300,92.7,36,41,87.8,150,168,89.3,8,10,80,,,,,,,132,146,90.4,146,154,94.8
05,BREVARD,0082,,BREVARD ADULT EDUCATION AT TITUSVILLE,*,*,*,,,,*,*,*,,,,,,,,,,*,*,*,,,
05,BREVARD,0089,,GARDENDALE SEPARATE DAY SCHOOL,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,,,
05,BREVARD,0161,,ASTRONAUT HIGH SCHOOL,227,254,89.4,52,61,85.2,112,135,83,*,*,*,,,,,,,107,127,84.3,120,127,94.5
05,BREVARD,0302,,SPACE COAST JUNIOR/SENIOR HIGH SCHOOL,200,209,95.7,37,39,94.9,81,85,95.3,,,,,,,*,*,*,113,119,95,87,90,96.7
05,BREVARD,1011,,ROCKLEDGE SENIOR HIGH SCHOOL,341,383,89,55,65,84.6,174,202,86.1,12,17,70.6,,,,*,*,*,165,196,84.2,176,187,94.1
05,BREVARD,1014,,BREVARD COUNTY JAIL COMPLEX,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,,,
05,BREVARD,1017,,NORTH/CENTRAL AREA ALTERNATIVE LEARNING CENTER,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,*,*,*
05,BREVARD,1018,,SOUTH AREA ALTERNATIVE LEARNING CENTER,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,*,*,*
05,BREVARD,1025,,BREVARD COUNTY JUVENILE DETENTION CENTER,0,12,0,,,,,,,,,,,,,*,*,*,0,10,0,*,*,*
05,BREVARD,1028,,DEVEREUX HOSPITAL,*,*,*,*,*,*,,,,,,,,,,,,,*,*,*,,,
05,BREVARD,1029,,RIVERDALE COUNTRY DAY SCHOOL,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,,,
05,BREVARD,1073,,PROJECT SEARCH,*,*,*,*,*,*,,,,,,,,,,,,,,,,*,*,*
05,BREVARD,1121,,COCOA HIGH SCHOOL,193,269,71.7,40,67,59.7,152,209,72.7,17,31,54.8,,,,*,*,*,113,157,72,80,112,71.4
05,BREVARD,1171,,VIERA HIGH SCHOOL,567,578,98.1,52,57,91.2,70,76,92.1,15,15,100,,,,,,,292,298,98,275,280,98.2
05,BREVARD,2011,,MELBOURNE SENIOR HIGH SCHOOL,492,534,92.1,49,60,81.7,129,155,83.2,26,27,96.3,,,,*,*,*,230,258,89.1,262,276,94.9
05,BREVARD,2021,,PALM BAY MAGNET SENIOR HIGH SCHOOL,254,300,84.7,57,64,89.1,170,205,82.9,14,20,70,,,,*,*,*,131,157,83.4,123,143,86
05,BREVARD,2211,,BAYSIDE HIGH SCHOOL,364,453,80.4,57,68,83.8,185,245,75.5,33,46,71.7,,,,*,*,*,192,242,79.3,172,211,81.5
05,BREVARD,2311,,HERITAGE HIGH SCHOOL,482,535,90.1,77,88,87.5,288,324,88.9,24,33,72.7,,,,*,*,*,199,225,88.4,283,310,91.3
05,BREVARD,3011,,EAU GALLIE HIGH SCHOOL,313,374,83.7,56,67,83.6,159,209,76.1,7,16,43.8,,,,*,*,*,151,187,80.7,162,187,86.6
05,BREVARD,3141,,WEST SHORE JUNIOR/SENIOR HIGH SCHOOL,138,138,100,*,*,*,18,18,100,,,,,,,,,,62,62,100,76,76,100
05,BREVARD,4011,,MERRITT ISLAND HIGH SCHOOL,373,377,98.9,64,65,98.5,120,123,97.6,*,*,*,,,,,,,184,187,98.4,189,190,99.5
05,BREVARD,4021,,EDGEWOOD JR/SR HIGH SCHOOL,121,121,100,*,*,*,22,22,100,,,,,,,,,,61,61,100,60,60,100
05,BREVARD,5011,,COCOA BEACH JUNIOR/SENIOR HIGH SCHOOL,159,168,94.6,21,24,87.5,35,38,92.1,*,*,*,,,,*,*,*,79,83,95.2,80,85,94.1
05,BREVARD,6011,,SATELLITE SENIOR HIGH SCHOOL,373,378,98.7,39,40,97.5,75,77,97.4,*,*,*,,,,,,,174,178,97.8,199,200,99.5
05,BREVARD,6507,,ODYSSEY CHARTER SCHOOL,70,76,92.1,10,12,83.3,31,35,88.6,*,*,*,,,,*,*,*,33,37,89.2,37,39,94.9
05,BREVARD,6521,,RIVERSIDE CHARTER HIGH SCHOOL,26,56,46.4,4,15,26.7,11,29,37.9,,,,,,,,,,15,30,50,11,26,42.3
05,BREVARD,6543,,PINEAPPLE COVE CLASSICAL ACADEMY,51,51,100,*,*,*,,,,*,*,*,,,,,,,24,24,100,27,27,100
05,BREVARD,7004,,BREVARD VIRTUAL FRANCHISE,43,49,87.8,*,*,*,14,17,82.4,*,*,*,,,,,,,20,22,90.9,23,27,85.2
06,BROWARD,0171,,SOUTH BROWARD HIGH SCHOOL,512,560,91.4,64,71,90.1,291,318,91.5,69,88,78.4,,,,*,*,*,263,290,90.7,249,270,92.2
06,BROWARD,0185,,POMPANO BEACH HIGH SCHOOL,268,268,100,*,*,*,117,117,100,*,*,*,,,,,,,134,134,100,134,134,100
06,BROWARD,0211,,STRANAHAN HIGH SCHOOL,272,277,98.2,35,36,97.2,214,218,98.2,28,30,93.3,,,,,,,128,131,97.7,144,146,98.6
06,BROWARD,0241,,MCARTHUR HIGH SCHOOL,459,510,90,61,67,91,310,346,89.6,78,99,78.8,,,,*,*,*,235,267,88,224,243,92.2
06,BROWARD,0361,,BLANCHE ELY HIGH SCHOOL,355,397,89.4,35,39,89.7,288,318,90.6,40,49,81.6,*,*,*,,,,155,171,90.6,200,226,88.5
06,BROWARD,0371,,DILLARD 6-12,397,427,93,61,62,98.4,316,342,92.4,23,26,88.5,*,*,*,,,,186,204,91.2,211,223,94.6
06,BROWARD,0403,,HALLANDALE HIGH SCHOOL,210,223,94.2,30,32,93.8,152,161,94.4,32,38,84.2,,,,,,,108,113,95.6,102,110,92.7
06,BROWARD,0405,,LANIER-JAMES EDUCATION CENTER,5,20,25,*,*,*,3,16,18.8,*,*,*,,,,,,,4,16,25,*,*,*
06,BROWARD,0452,,WHIDDON RODGERS EDUCATION CENTER,65,222,29.3,21,44,47.7,52,176,29.5,13,33,39.4,*,*,*,*,*,*,42,139,30.2,23,83,27.7
06,BROWARD,0601,,SEAGULL SCHOOL,31,51,60.8,12,18,66.7,25,41,61,*,*,*,,,,,,,11,23,47.8,20,28,71.4
06,BROWARD,0871,,BRIGHT HORIZONS,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,*,*,*
06,BROWARD,0951,,FORT LAUDERDALE HIGH SCHOOL,486,491,99,55,56,98.2,265,269,98.5,32,34,94.1,*,*,*,*,*,*,200,201,99.5,286,290,98.6
06,BROWARD,0991,,WINGATE OAKS CENTER,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,*,*,*
06,BROWARD,1021,,THE QUEST CENTER,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,*,*,*
06,BROWARD,1051,,SHERIDAN TECHNICAL COLLEGE,98,100,98,*,*,*,58,58,100,*,*,*,,,,,,,42,42,100,56,58,96.6
06,BROWARD,1151,,CORAL SPRINGS HIGH SCHOOL,506,516,98.1,92,93,98.9,290,298,97.3,87,90,96.7,,,,*,*,*,239,244,98,267,272,98.2
06,BROWARD,1241,,NORTHEAST HIGH SCHOOL,297,305,97.4,36,36,100,212,218,97.2,35,38,92.1,*,*,*,,,,145,146,99.3,152,159,95.6
06,BROWARD,1281,,NOVA HIGH SCHOOL,492,505,97.4,54,55,98.2,305,315,96.8,13,16,81.3,,,,,,,237,245,96.7,255,260,98.1
06,BROWARD,1291,,MCFATTER TECHNICAL COLLEGE,132,132,100,12,12,100,65,65,100,*,*,*,,,,,,,83,83,100,49,49,100
06,BROWARD,1391,,LAUDERHILL 6-12,18,18,100,*,*,*,11,11,100,,,,,,,,,,11,11,100,*,*,*
06,BROWARD,1451,,PLANTATION HIGH SCHOOL,394,421,93.6,50,50,100,267,286,93.4,52,61,85.2,,,,*,*,*,206,223,92.4,188,198,94.9
06,BROWARD,1661,,HOLLYWOOD HILLS HIGH SCHOOL,306,334,91.6,54,59,91.5,209,230,90.9,44,53,83,,,,,,,166,183,90.7,140,151,92.7
06,BROWARD,1681,,COCONUT CREEK HIGH SCHOOL,346,389,88.9,50,55,90.9,265,296,89.5,32,40,80,*,*,*,*,*,*,171,185,92.4,175,204,85.8
06,BROWARD,1711,,DEERFIELD BEACH HIGH SCHOOL,413,449,92,64,65,98.5,290,312,92.9,83,101,82.2,*,*,*,*,*,*,202,216,93.5,211,233,90.6
06,BROWARD,1741,,BOYD H. ANDERSON HIGH SCHOOL,360,375,96,42,42,100,270,279,96.8,70,72,97.2,,,,*,*,*,173,185,93.5,187,190,98.4
06,BROWARD,1751,,MIRAMAR HIGH SCHOOL,406,437,92.9,48,53,90.6,297,318,93.4,46,54,85.2,,,,*,*,*,189,210,90,217,227,95.6
06,BROWARD,1752,,WHISPERING PINES EXCEPTIONAL EDUCATION CENTER,9,19,47.4,9,19,47.4,7,14,50,,,,,,,*,*,*,6,13,46.2,*,*,*
06,BROWARD,1901,,PIPER HIGH SCHOOL,586,594,98.7,83,84,98.8,390,396,98.5,52,53,98.1,,,,*,*,*,287,293,98,299,301,99.3
06,BROWARD,1931,,COOPER CITY HIGH SCHOOL,534,540,98.9,70,71,98.6,154,157,98.1,27,29,93.1,,,,,,,250,253,98.8,284,287,99
06,BROWARD,2123,,CYPRESS RUN ALTERNATIVE CENTER,2,14,14.3,*,*,*,2,13,15.4,*,*,*,,,,,,,*,*,*,*,*,*
06,BROWARD,2221,,ATLANTIC TECHNICAL COLLEGE,140,140,100,*,*,*,103,103,100,*,*,*,,,,,,,52,52,100,88,88,100
06,BROWARD,2351,,SOUTH PLANTATION HIGH SCHOOL,504,512,98.4,64,65,98.5,299,303,98.7,53,55,96.4,,,,*,*,*,238,244,97.5,266,268,99.3
06,BROWARD,2751,,J. P. TARAVELLA HIGH SCHOOL,543,578,93.9,68,71,95.8,301,323,93.2,53,60,88.3,,,,*,*,*,287,310,92.6,256,268,95.5
06,BROWARD,2831,,WESTERN HIGH SCHOOL,819,851,96.2,99,100,99,338,352,96,80,98,81.6,,,,*,*,*,433,453,95.6,386,398,97
06,BROWARD,3011,,MARJORY STONEMAN DOUGLAS HIGH SCHOOL,830,838,99,85,87,97.7,187,189,98.9,48,49,98,,,,,,,437,443,98.6,393,395,99.5
06,BROWARD,3222,,CROSS CREEK SCHOOL,10,16,62.5,10,16,62.5,9,15,60,,,,,,,*,*,*,9,12,75,*,*,*
06,BROWARD,3391,,CHARLES W FLANAGAN HIGH SCHOOL,590,599,98.5,68,70,97.1,325,330,98.5,78,80,97.5,,,,,,,282,286,98.6,308,313,98.4
06,BROWARD,3541,,MONARCH HIGH SCHOOL,507,535,94.8,81,81,100,246,261,94.3,35,47,74.5,,,,,,,261,278,93.9,246,257,95.7
06,BROWARD,3623,,CYPRESS BAY HIGH SCHOOL,"1,091","1,113",98,86,91,94.5,184,191,96.3,141,150,94,,,,*,*,*,564,573,98.4,527,540,97.6
06,BROWARD,3651,,DAVE THOMAS EDUCATION CENTER WEST,109,264,41.3,29,54,53.7,84,206,40.8,26,52,50,,,,*,*,*,62,161,38.5,47,103,45.6
06,BROWARD,3731,,EVERGLADES HIGH SCHOOL,439,448,98,44,44,100,237,243,97.5,32,38,84.2,,,,*,*,*,240,246,97.6,199,202,98.5
06,BROWARD,3851,,COLLEGE ACADEMY AT BROWARD COLLEGE,219,219,100,*,*,*,84,84,100,*,*,*,,,,,,,88,88,100,131,131,100
06,BROWARD,3861,,CORAL GLADES HIGH SCHOOL,640,658,97.3,90,92,97.8,357,371,96.2,67,71,94.4,,,,*,*,*,287,298,96.3,353,360,98.1
06,BROWARD,3971,,WEST BROWARD HIGH SCHOOL,624,633,98.6,79,81,97.5,199,201,99,36,39,92.3,,,,,,,303,311,97.4,321,322,99.7
06,BROWARD,4772,,MILLENNIUM 6-12 COLLEGIATE ACADEMY,57,57,100,*,*,*,37,37,100,,,,,,,*,*,*,17,17,100,40,40,100
06,BROWARD,5006,,SOMERSET PREPARATORY ACADEMY CHARTER HIGH AT NORTH LAUDERDALE,74,80,92.5,*,*,*,63,67,94,*,*,*,,,,,,,34,37,91.9,40,43,93
06,BROWARD,5007,,SOMERSET ACADEMY CHARTER HIGH SCHOOL MIRAMAR CAMPUS,48,48,100,*,*,*,34,34,100,*,*,*,,,,,,,17,17,100,31,31,100
06,BROWARD,5009,,ANDREWS HIGH SCHOOL,34,38,89.5,*,*,*,24,27,88.9,19,20,95,,,,,,,19,21,90.5,15,17,88.2
06,BROWARD,5028,,ACADEMIC SOLUTIONS HIGH SCHOOL,11,80,13.8,3,17,17.6,6,48,12.5,0,22,0,,,,,,,5,43,11.6,6,37,16.2
06,BROWARD,5053,,SUNED HIGH OF SOUTH BROWARD,19,179,10.6,6,45,13.3,15,128,11.7,2,33,6.1,,,,*,*,*,8,118,6.8,11,61,18
06,BROWARD,5060,,SUNFIRE HIGH SCHOOL,13,133,9.8,3,19,15.8,10,97,10.3,0,16,0,,,,*,*,*,6,81,7.4,7,52,13.5
06,BROWARD,5091,,CORAL SPRINGS CHARTER SCHOOL,208,208,100,25,25,100,70,70,100,*,*,*,,,,,,,103,103,100,105,105,100
06,BROWARD,5121,,CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,432,437,98.9,36,36,100,136,139,97.8,*,*,*,,,,,,,202,205,98.5,230,232,99.1
06,BROWARD,5142,,FRANKLIN ACADEMY PEMBROKE PINES HIGH SCHOOL,192,209,91.9,20,21,95.2,92,100,92,36,41,87.8,,,,*,*,*,96,104,92.3,96,105,91.4
06,BROWARD,5209,,ASCEND CAREER ACADEMY,26,64,40.6,*,*,*,21,54,38.9,2,13,15.4,,,,,,,10,33,30.3,16,31,51.6
06,BROWARD,5219,,CHAMPIONSHIP ACADEMY OF DISTINCTION HIGH SCHOOL,*,*,*,,,,*,*,*,*,*,*,,,,,,,*,*,*,*,*,*
06,BROWARD,5221,,SOMERSET ACADEMY CHARTER HIGH,357,362,98.6,38,38,100,138,140,98.6,21,23,91.3,,,,*,*,*,182,182,100,175,180,97.2
06,BROWARD,5224,,SOMERSET ACADEMY KEY CHARTER HIGH SCHOOL,52,63,82.5,*,*,*,42,51,82.4,7,10,70,,,,,,,36,43,83.7,16,20,80
06,BROWARD,5233,,ACADEMIC SOLUTIONS ACADEMY A,6,71,8.5,*,*,*,5,55,9.1,2,20,10,*,*,*,,,,3,43,7,3,28,10.7
06,BROWARD,5396,,SOMERSET ARTS CONSERVATORY,121,121,100,11,11,100,37,37,100,*,*,*,,,,,,,43,43,100,78,78,100
06,BROWARD,5416,,INTERNATIONAL SCHOOL OF BROWARD,8,10,80,,,,*,*,*,*,*,*,,,,,,,*,*,*,*,*,*
06,BROWARD,5481,,SUNRISE HIGH SCHOOL,46,90,51.1,10,20,50,39,75,52,11,18,61.1,,,,*,*,*,19,43,44.2,27,47,57.4
06,BROWARD,5531,,BROWARD CHILDREN'S CENTER NORTH,*,*,*,*,*,*,*,*,*,,,,,,,,,,,,,*,*,*
06,BROWARD,5555,,INTERNATIONAL STUDIES ACADEMY HIGH SCHOOL,31,33,93.9,*,*,*,15,16,93.8,10,12,83.3,,,,,,,17,18,94.4,14,15,93.3
06,BROWARD,5791,,AVANT GARDE ACADEMY OF BROWARD,85,86,98.8,11,11,100,44,45,97.8,33,33,100,,,,,,,42,42,100,43,44,97.7
06,BROWARD,5861,,SUNED HIGH SCHOOL OF NORTH BROWARD,20,165,12.1,3,43,7,14,118,11.9,0,19,0,,,,,,,10,100,10,10,65,15.4
06,BROWARD,6011,,BROWARD DETENTION CENTER,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,,,
06,BROWARD,6017,,BROWARD YOUTH TREATMENT CENTER,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,,,
06,BROWARD,6051,,AMIKIDS OF GREATER FORT LAUDERDALE,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,*,*,*
06,BROWARD,6091,,"PACE CENTER FOR GIRLS, INC.",*,*,*,,,,*,*,*,,,,,,,,,,,,,*,*,*
06,BROWARD,6501,,HENRY D PERRY EDUCATION CENTER,187,616,30.4,52,102,51,111,438,25.3,39,106,36.8,,,,*,*,*,111,375,29.6,76,241,31.5
06,BROWARD,7004,,BROWARD VIRTUAL FRANCHISE,165,165,100,14,14,100,33,33,100,*,*,*,,,,,,,71,71,100,94,94,100
07,CALHOUN,0021,,BLOUNTSTOWN HIGH SCHOOL,110,114,96.5,29,30,96.7,*,*,*,,,,,,,,,,52,54,96.3,58,60,96.7
07,CALHOUN,0101,,ALTHA PUBLIC SCHOOL,38,40,95,*,*,*,*,*,*,*,*,*,,,,,,,19,20,95,19,20,95
07,CALHOUN,7001,302,"K12 FLORIDA, LLC – GRADES KG-12",*,*,*,,,,,,,,,,,,,,,,,,,*,*,*
07,CALHOUN,7004,,CALHOUN VIRTUAL FRANCHISE,*,*,*,,,,*,*,*,,,,,,,,,,*,*,*,*,*,*
08,CHARLOTTE,0031,,CHARLOTTE HIGH SCHOOL,403,441,91.4,80,88,90.9,187,212,88.2,16,22,72.7,,,,*,*,*,207,236,87.7,196,205,95.6
08,CHARLOTTE,0042,,CHARLOTTE HARBOR SCHOOL,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,*,*,*
08,CHARLOTTE,0051,,LEMON BAY HIGH SCHOOL,333,340,97.9,54,58,93.1,111,113,98.2,*,*,*,,,,*,*,*,179,186,96.2,154,154,100
08,CHARLOTTE,0151,,PORT CHARLOTTE HIGH SCHOOL,307,362,84.8,84,96,87.5,160,195,82.1,13,16,81.3,,,,*,*,*,175,204,85.8,132,158,83.5
08,CHARLOTTE,0171,,THE ACADEMY,109,199,54.8,42,70,60,70,141,49.6,*,*,*,,,,*,*,*,63,114,55.3,46,85,54.1
08,CHARLOTTE,0502,,FLORIDA SOUTHWESTERN COLLEGIATE HIGH SCHOOL,84,84,100,*,*,*,27,27,100,*,*,*,,,,,,,44,44,100,40,40,100
08,CHARLOTTE,0503,,BABCOCK NEIGHBORHOOD SCHOOL,33,37,89.2,*,*,*,*,*,*,*,*,*,,,,,,,16,18,88.9,17,19,89.5
08,CHARLOTTE,7004,,CHARLOTTE VIRTUAL FRANCHISE,31,31,100,*,*,*,13,13,100,,,,,,,,,,10,10,100,21,21,100
09,CITRUS,0031,,CITRUS HIGH SCHOOL,322,342,94.2,46,48,95.8,205,220,93.2,*,*,*,,,,,,,152,164,92.7,170,178,95.5
09,CITRUS,0121,,CRYSTAL RIVER HIGH SCHOOL,280,301,93,48,52,92.3,164,184,89.1,*,*,*,*,*,*,,,,132,143,92.3,148,158,93.7
09,CITRUS,0163,,LECANTO HIGH SCHOOL,376,397,94.7,42,45,93.3,191,203,94.1,*,*,*,,,,,,,165,177,93.2,211,220,95.9
09,CITRUS,0201,,CREST SCHOOL,*,*,*,*,*,*,*,*,*,,,,,,,,,,*,*,*,*,*,*
09,CITRUS,0321,,SRMI @ RENAISSANCE CENTER,0,17,0,*,*,*,0,16,0,,,,,,,,,,0,14,0,*,*,*
09,CITRUS,7023,,CITRUS ESCHOOL 6-12,*,*,*,,,,*,*,*,,,,,,,,,,,,,*,*,*
09,CITRUS,7073,,CAMP E-NINI HASSEE,*,*,*,,,,*,*,*,,,,,,,,,,,,,*,*,*
09,CITRUS,8001,,CYPRESS CREEK TREATMENT CENTER,*,*,*,,,,*,*,*,,,,,,,,,,*,*,*,,,
09,CITRUS,8003,,PACE CENTER FOR GIRLS,*,*,*,,,,*,*,*,,,,,,,*,*,*,,,,*,*,*
10,CLAY,0020,,FLORIDA YOUTH CHALLENGE ACADEMY,*,*,*,*,*,*,*,*,*,*,*,*,,,,,,,*,*,*,*,*,*
10,CLAY,0111,,R. C. BANNERMAN LEARNING CENTER,135,194,69.6,52,65,80,60,88,68.2,*,*,*,,,,,,,96,133,72.2,39,61,63.9
10,CLAY,0112,,PACE CENTER FOR GIRLS CLAY,*,*,*,,,,*,*,*,,,,,,,,,,,,,*,*,*
